,komentarz,nie,tak,klasa
2349,"Alez to oczywiste ze pan Martin Schulz podziwia polski narod. Daje temu dowody na kazdym kroku mowiac mowiac m.in., ze demokratycznie wybrane polskie wladze dokonuja ""zamachu stanu"" oraz porownujac Polske do Rosji Putina. Obecna rozmowa z nasza Premier przebiegala zapewnie w rownie dobrej atmosferze jak poprzednia po jego wypowiedzi o ""zamachu stanu"" w Polsce. I po poprzedniej rozmowie Schultz wystapil z teza o ""putinizjacji"" polskiej polityki. Ciekawe jaka obrazliwa teze wystosuje po obecnym spotkaniu.",417,209,0
2350,JA TAKŻE CHETNIE POZNAM,0,6,0
2351,zmiany w ordynacji wyborczej.....,5,4,0
2352,"Moher Power Unia ma prawo zablokować dopłaty dla rolników jak i dotacje do inwestycji . "" Polska dostaje z Unii trzy razy tyle co wpłaca "" dane dostępne w internecie .",11,3,0
2353,"Pani Lewicka ciągle nic nie rozumie, i nie przyjmuje do wiadomości bo taki jest jej profesjonalizm.Kiedy do tego dochodzi jeszcze zbyt wybujałe ego, to wszystko jest zrozumiałe. Chciałabym aby dotarło do niej i innych tak zwanych niezależnych dziennikarzy, że mi jako odbiorcy zależy na rzetelnej informacji a jeśli już jest do niej załączony komentarz to powinien on być bezstronny.Dziennikarz jest gospodarzem programu i nie ma prawa obrażać swoich gości ani przedstawiać swoich poglądów politycznych.Media mają być bezstronne.Tak niestety nie było. To tacy dziennikarze jak pani Lewicka przyczynili się do tego , że ludzie poszli głosować na PIS.
Ps.Nie jestem z małego miasta, ani z Radia Maryja(jestem osobą niewierzącą), mam wyższe wykształcenie i nie będę już głosować na nikogo.",1,0,0
2354,"gdybym przeczytał, że: Rosja zadowolona z..., Rosyjski MSZ jest wdzięczny za... - to bym się zaczął niepokoić!",2,0,0
2355,tak znajdziemy sprawców jak oni oddaj wrak samolotu. proste,4,3,0
2356,SMIECH TO  ZDROWIE NALEZY SIE SMIAC. BARDZO DOBRZE PANIE KACZYNSKI.,1,0,0
2357,precz z terrorystyczna rosja ktora okupuje krym i donbas mordujac tak tysiace obywateli i to jest terroryzm a nie ten w paryzu.,4,2,0
2358,"Sprzeniewierzyl sie wszystkim wartoscia o ktore podobno walczyl. Ciekaw jestem czy pamieta przynajmiej piec z dwudziestu jeden  podstawowych postulatow.Zbliza sie niestety koniec , i w oczy zaglada strach przed tym co bedzie po drugiej stronie. Ludzie uczciwie postepujacy za zycia, nie boja sie tego co ich czeka po smierci.Stad chyba ta chec oczyszczenia sie.",150,128,0
2359,To nornmalne to był polak,3,0,0
2360,Drodzy rozmowcy nie uzywajcie juz slowa PO bo to skandal na miera swjatawa nalezy sie tym ludziom dokladnie prztyjzec rostrwonili Polska gospodarke a teraz sie nasza jak to szczega demokracji ze w polsce jest zagrozona to paranoja wszyscy z PO boja sie skandalu na miare swjatowa oni sie nie licz i jch slowa,2,0,0
2361,Bez żalu.,4,3,0
2362,"Zobaczył, ile wzrosną Polakom rety kredytu w wyniku ich rządów i obniżenia ratingu. Podobno w poniedziałek uchwałą sejmu agencje ratingowe zostaną zlikwidowane.",2,3,0
2363,jaki on kochany,7,1,0
2364,"panie  prezesie czy nie moze pan tak czesciej sie smiac,jest pan wtedy sympatyczny,naprawde zupelnie inny czlowiek!",2,1,0
2365,co by nie mowić jest prawdziwy.:),1,3,0
2366,"Normalny człowiek od czasu do czasu się śmieje. A propos, czy ktoś widział śmiejącego się Petru bo ja nie tam tylko ciągła do czegoś pretensja",3,1,0
2367,"Tego nikt nie wie nawet   chyba""J. K "" sam",2,1,0
2368,"SAMA SIE USMIECHAM JAK WIDZĘ PANA PREZESA UŚMIECHNIETEGO!...DOBRY CZŁOWIEK! OBY JAK NAJWIĘCEJ PANIE JARKU BUŻKI UŚMIECHNĘTEJ, JESTEM Z PANEM!",0,0,0
2369,"Pani Karolino !  Jest Pani PROFESJONALISTKĄ , tak powinien pracować dziennikarz.
Byłam pewna, że zniszczy Panią PIS -owski Rząd.  Zyczę Pani zdrowia , optymizmu !
""KIJ MA DWA KOŃCE "", myślę ,że wkrótce Rząd sie zmieni bo tak być nie może !",6,3,0
2370,30 lat w jednej firmie. To się prawie nie zdarza. Widać jak się za PRLu dostała to ktoś ją tam nieźle ukrywał i wynagradzał.,1,0,0
2371,"W średniowieczu my jechaliśmy z wyprawami krzyżowymi, obecnie oni przyjechali do nas z wyprawami allahowymi",0,4,0
2372,"cieszy się , że dostał na tablet info. o obniżeniu wiarygodności finansowej naszego kraju z A+ na BBB+ , jeszcze trochę i będziemy podobnie jk Grecy mieć wysoki ranking .",5,6,0
2373,Już wystarczy tego filmu.Jest beznadziejny.,22,18,0
2374,"Spokojnie...... na razie bierze PiS, kiedyś wezmą PiS.  Buehahahaha....",2,2,0
2375,Jeden zadowolony jest . Szkoda że nie wszystkim tak wesoło,7,9,0
2376,"Nie musieli by wychodzić gdyby uchwalili w czerwcu, że wygrali wybory!!! Równie dobrze mogli uchwalić, że Andrzej Duda nie może zostać prezydentem w sierpniu a jedynie w styczniu!!!",2,1,0
2377,To Ukraińcy chcą na nowo rozpętać wojnę.,35,171,0
2378,"Brawo! - Polskę trzeba naprawiać, a nie konserwować układy wywodzące się jeszcze z PRL-u.",55,21,0
2379,"Mieciu wyniósł akta ""Bolka"", które już nie wróciły do IPN-u.
W związku z tym NIC NIE UDOWODNICIE !!!",66,27,0
2380,kto bedzie wygadywac na Walese  tego BOg pokarze,5,0,0
2381,"Nie wiedziałam, że pan Jarosław potrafi się śmiać.",1,0,0
2382,Gdy ja wychodzę z pracy to mi nie płacą...,2,1,0
2383,Niemcy aby najechać na Polskę w 1939 sprowokowali akcję na radiostację w Gliwicach... Putin kupił Europę zachodnią akcją w Syrii więc teraz czas na plan B na Ukrainie gdzie sytuacja  w zbuntowanych republikach zaczęła się sypać... W obronie interesów obywateli Rosji trzy zbuntowane (na razie) republiki niebawem będą należeć do Rosji...,2,0,0
2384,"On wie. On wie. Tego smiechu nie lubi 50% ludzi z KOD a niedawno wyborcy PIS plus SLD,PO,Nowoczesna. 25% Kukiz 15% i duzo niezrzeszonych",3,0,0
2385,Najwyższy czas wyjść do ludu na praktykę.Po praktyce starać się o prace,1,0,0
2386,"Już dawno  czyli zaraz po ogłoszeniu wyników postulowałem  aby  PiS obradowało i uchwalało ustawy w poniedziałek , środe i piątek  a opozycja powinna miec obrady we wtorek , czwartek i sobote",2,0,0
2387,Stary człowiek i SB,41,19,0
2388,W sumie to naprawdę śmieszne.,0,0,0
2389,"Zobaczył najnowszy sondaż: liderem partia R. Petru NOWOCZESNA.PO, na którą chce głosować 149 % Polaków, a sam Rysio cieszy się 204 % poparcia społecznego.",32,102,0
2390,PiS Wybralo tylko 20 % narodu.  A chcą  decydować za całość. Trzeba ich pilnować,8,0,0
2391,"Prawdziwy czy nie, ten teks jest zarąbistyđ",0,0,0
2392,"Przeczytał,że Jaruzelski był z Rajmundem w opozycji:-)",3,5,0
2393,to samo można powiedzieć o politykach jak daleko są zdolni się posunąć też w tym chodzi o kasę i popularność czy rzecznik praw możne im tego typu działalność zabronić,2,0,0
2394,brawo pis! jesteśmy dumni ze mamy w końcu polskie rząd!!,9,6,0
2395,Dobry kierunek. Ma taki kanał anglojezyczny telewizji satelitarnej np. Ukraina i Rosja.,6,2,0
2396,Tak samo uwazam. Jestem ZA p.Walesa. Duzo zdrowka p.Prezydencie!!!,1,0,0
2397,Brawo pani Dominiko !!! Trzeba mieć klasę a pani ją ma.,4,3,0
2398,"A co za różnica, grunt, że zrobił co trzeba.",3,1,0
2399,"Niedługo wyjdą ciekawe materiały o piśie,to dopiero będzie sensacja",5,0,0
2400,"to że zawirowania na walutach nastąpiły wczoraj nie jest zasługą pisu ani jakiejś agencyjki w piątek 15.01.2016 zaczął się KRACH w poniedziałek na świecie wybuchnie kryzys  jakiego nie widzieliśmy od niemal wieku. Poczytajcie poszukajcie nie czytajcie ""polskich"" portali bo one tego nie napiszą. I szkoda waszego czasu",2,0,0
2401,WAŁĘSA GDZIE MOJE STO MILIONÓW?????,63,38,0
2402,No to gratuluje panu Kaczyńskiemu poczucia humoru jak pójdzie na piwo to więcej takich usłyszy,1,0,0
2403,"tak, w mojej firmie jak ktoś się np. nigdy nawet nie uśmiechnie to z nim nikt pracować nie chce .. SKK ty to pewnie bezrobotny, co nie ?",1,0,0
2404,"Mam prośbę,aby postanowiono że w czasie obrad zabronione jest używanie telefonów komórkowych i tabletów.Przecież oni są w pracy ,nam w pracy nie wolno używać telefonów i rozmawiać/prywatnych/",3,6,0
2405,Szczęśliwy Kaczyński to szczęśliwa Polska,2,2,0
2406,może zobaczył jak będzie wyglądała Polska za jakiś czas po wprowadzeniu wszystkich ustaw pis-u...,367,473,0
2407,"I słusznie. Kontrola nad służbami musi być. PO przez 8 lat skupiało się na tym, aby służby pozwalały platformersom i peselowcom szabrować Państwo ile się da. I co z tego wynikło - widzieliśmy.",1,14,0
2408,Panie prezesie tak trzymać.Jeszcze czekamy na podatek od marketów!,38,33,0
2409,Też tak to widzę.,4,1,0
2410,"Zawsze i wszędzie jak zmienia sie władza, zmieniają sie kadry. Co w tym dziwnego. Czy poprzednicy tego nie robili???? Poza tym, tyle ludzi traci prace i nikt nie robi z tego atrakcji a tu prosze, utratnych posadek i szuuuuum!!!",3,2,0
2411,Podziwiam Panią.,7,6,0
2412,"Panie Duda. Okres składkowy 40 lat spowoduje, że wielu pracowników, szczególnie tych młodych, nigdy nie doczeka emerytury, a tzw rolnicy na KRUS-ie pójdą na emeryturę w wieku 56-58 lat. Nie na taką ustawę czekamy!",3,2,0
2413,"A czym było uchwalenie na kolanie rzutem na taśmę ustawy, która skracała kadencję kilu sędzim TK tylko po to, by nowych zdążył wybrać jeszcze stary sejm, w którym większość miały PO i PSL jak nie zamachem na Trybunał Konstytucyjny? To wtedy złamano prawo i to dziś próbuje odwrócić PiS. Proste jak budowa cepa. PO od kiedy przyjęła wreszcie do wiadomości, że jednak ma z kim przegrać i że porażka jest nieunikniona zaczęła się okopywać na wszystkich możliwych frontach przyjmując pośpiesznie różne ustawy, które miały jej członkom zagwarantować bezkarność, synekury na najbliższe lata, możliwość sabotowania poczynań nowej władzy jak tylko to możliwe. PiS jeśli poważnie myśli o rządzeniu Polską a nie o zawiadywaniu nią musi wiele rzeczy poodwracać. Nie wszystko zdaje się można niestety ale tam, gdzie to możliwe nie ma wyjścia. Ale bawi mnie jak politycy PO krzyczą o zamachu na TK czyli zamachowcy wrzeszczą, że ktoś inny zamachu dokonuje. Ano złodziej krzyczy łapać złodzieja...",103,63,0
2414,"ja się zgłaszam , mam wiadomości z pierwszej ręki do generała Henryka Dankowskiego zarówno w sprawie bolka jak i w sprawie niszczenia jego akt personalnych z WSI... nie wszyscy ludzie już umarli,,, część jeszcze żyje,,,, ale wp nabrała wody i nie puszcza komentarzy",128,83,0
2415,PIS zamówił sondaż to ma. kilka dni temu sondaz zamówiła Nowoczesna i dostała 26-27% (4 % mniej niż PIS). Cuius regio eius religio.,5,1,0
2416,"Kraśki mi bardzo żal, lubiłam jego zaangażowanie i kulturę osobistą. Mam nadzieję, że jeszcze wróci. Natomiast P. Lewicka jeszcze dużo musi się nauczyć - takie jest moje zdanie.",2,0,0
2417,"To politycy z Niemiec, PO i Nowoczesnej zachęcali UE do interwencji przeciwko Polsce. Jak widać - dla obrony kasy i wpływów są zdolni do wielu rzeczy...",33,29,0
2418,PIS do przodu i to szybko. Brawo,366,13,0
2419,Czyli szef CBOS już został wymieniony.,3,1,0
2420,Siema Ryśki!Dzisiaj nie Kodujecie?Za zimno?,3,3,0
2421,"Piter jak Dębski tylko w obsrywaniu mocni. Rząd pracuje dniem i nocą czasami aby posprzątać PO poprzednikach, musi stworzyć podstawy do działania aby wprowadzić dobre zmiany .Oceniać będziemy ten rząd przy następnych wyborach a hieny srają ciągle to samo wstydu nie mają ani honoru.",1,0,0
2422,PIS do przodu i to szybko. Brawo,366,13,0
2423,"przerwanie dostaw pradu uderza przede wszystkim w zwyklych ludzi - a przeciez podobno krym to czesc ukrainy, czyli mieszkaja tam ukraincy ? a miejscowi tatarzy w obronie ktorych jakoby ten sabotaz - oni maja przydomowe elektrownie czy jak ?",1,2,0
2424,"I SŁUSZNIE ZROBILI TATARZY. JAK WOJNA TO WOJNA, A NIE JAKIEŚ TAM PRZEPYCHANKI...",3,1,0
2425,"Jak to co zobaczył, premiera technicznego miał w swoim tablecie",3,7,0
2426,"Czy Ukraińcy muszą sprzedawać prąd Ruskim ? Skoro ruskie zagarnęli Krym , to niech teraz sobie radzą . Krym nie jest ruski i nigdy nie będzie .",1,0,0
2427,My mamy szansę dodrukowac manyyy oni nie xd,0,1,0
2428,"Oglądał nowe memy, może na portalu Demotywatory. Niektóre są bombowo śmieszne!",1,0,0
2429,Dobrze że odchodzi!,2,1,0
2430,Sprawdzić dlaczego KACZYNSKIEGO nie internowano skoro był działaczem Solidarności bo Wałęsa byl wielokrotnie zamykany przez UB,4,3,0
2431,"Podobno panu prezesowi maila przysłał pan prezydent z zapytaniem, czy jak już wszystko podpisał to może jechać do Krakowa na mecz Polaków z Serbią?  :)",5,7,0
2432,"Pogratulować poczucia humoru. Faktycznie jest ono godne tak dobrotliwego, szlachetnego i wielkiego człowieka, największego stratega i demokraty, prawdziwego naczelnika  i zbawcy państwa.",2,4,0
2433,"Bardzo  mi się  to podoba widać  ,że  ma poczucie  humoru...Co mogło  rozbawić  coś  musiał zabawnego  przeczytać ..Miło  jest  patrzeć  na szczery  śmiech brawo.",3,6,0
2434,Jak to co go tak rozbawiło. Obietnice Beaty Szydło.,0,1,0
2435,BĘDZIE NOWA TELEWIZJA TVP-RYDZYK,1,0,0
2436,"Wniosek taki, że w Polsce żadna inna partia poza PO nie może być u władzy, nawet wybrana w demokratycznych wyborach. PO pozjadała wszystkie rozumy i jest jedyną alternatywą. Otóż nie, nie chcemy być jej wasalami i tańczyć jak nam zagra PO, czytaj dalej UE. Jesteśmy na tyle dużym i mądrym krajem, że dość już tego poddaństwa i wykorzystywania. UE nie może nas traktować i próbować ubezwłasnowalniać. JESTEŚMY i trzeba nas traktować poważnie.",7,4,0
2437,"Pomnik Wdzięczosci za 45 lat niewoli? Kto go wystawił niech teraz sobie go do domu  wniesie. Gdyby nie tzw. socjalizm i rządy Moskwy w Polsce po II wojnie światowej dzisiaj Polska byłaby inna, przypominałaby kraje zachodu.",4,1,0
2438,"Cytat  nie z najwyższe półki, po prostu żołnierski , rubaszny humor. Nie wiem dlaczego rozbawił tak nadpremiera , przecież on z Żoliborza,  najwyższego sortu i z najwyższej półki. A poza tym,  w pracy się pracuje,  a nie czyta rozrywkowe teksty i jeszcze przeszkadza innym.",1,5,0
2439,wyrazy szacunku za walke o demokracje zycze wszystkiego dobrego,2,0,0
2440,W Szczecinie? Komu zależy by skłócić Polskę z Rosją? Niemcom.,2,1,0
2441,Permanentnie pytam co zrobili w te dwa miesiące ci z PiS dls Polaków? Otrzymam odpowiedź?,3,0,0
2442,"Gucio - komponenty, półprodukty do produkcji tych Polskich produktów są zagraniczne. Nawet jabłka nasze rodzime opryskiwane drzewa nawozami zagranicznymi, juz nie mówiąc o sprzęcie i paliwie za USD. Wiec Twoja logika jest zupełnie mylna bo to co niby nasze tak do końca jest rownież częścią składowa waluty.",12,7,0
2443,"gadu, gadu, gadu nocą - zawsze byli fanami słynnej nocnej zmiany.",1,1,0
2444,"A pan Ryszard na to: co, ja nie potrafię? JA NIE POTRAFIĘ? Dawać mi tego jeża! Telewizja już jest?",0,0,0
2445,Musimy modlić sie o skuteczną realizację Dobrej Zmiany!,22,8,0
2446,"Pani Karolino. Mam nadzieję,że sobaczę Panią w innej stacji. Gratuluję podjętej decyzji. Ma Pani jaja.",4,3,0
2447,"A my nadal spokojnie popieramy rzad ,Premier i Prezydenta ...",23,19,0
2448,a czy panu prezesowi udalo sie juz odzyskac wrak samolotu ze smolenska bo wyglada ze demokracja jest zagrozona na szczeblach wladzy,2,0,0
2449,nie poradzą sobie z Wojtunikiem? a Thusk sobie POradził z Mariuszem Kamińskim łamiąc Konstytucję.,2,12,0
2450,KOCHAM PANA PANIE JARKU!!!,10,6,0
2451,Pewnie czytał obietnice wyborcze...,2,6,0
2452,Jej nazwisko nic mi nie mówi,373,260,0
2453,Pani i znakomitemu gronu już dziękujemy.,42,18,0
2454,odesłać im ten pomnik i po sprawie,2,1,0
2455,Panie Lechu daj pan spokój . Pamiętam jak chwalił się pan swoją teczką w telewizji.,147,110,0
2456,Widać jakie jest podejście prezesa i posłów PiS do obrad sejmu!,3,7,0
2457,"SEJM  ma 231 posłów ,a nie 460,po co ta farsa -nie mają SZANS",3,1,0
2458,Czas na emeryture.,2,1,0
2459,"MA,MGDZIES TAKA  EU  skoro  wszystkie  stanowiska  w EU   PIASTUJE  DYKTATURA  NIEMIEC",1,0,0
2460,"Obiecanki cacanki a glupiemu radosc.Nic konkretnego same blichty i klamstwa, Boze co bedzie dalej.Narazie jest tylko wladza i to wladza absolutna.Kto soe nastepny dostanie do kryminalu???????????",1,0,0
2461,"Nie ma co zazdrościć ciężko dziewczyna pracuje to i ma kasę , lubię ją jest normalna i oby tak dalej. Brawo Ewelina !!!",8,6,0
2462,"W tym co teraz widzimy nie mówi się o zasadniczej treści islamu,a mianowicie to że według koranu i hadisów muzułmanie widząc co się dzieje na ich ziemiach i na świecie uważają ,że blisko jest przyjście ich proroka Mahdiego i Isy(Jezusa)w hadisach opisany koniec czasów to jednym słowem demokracja rozluźnienie obyczajów w kulturze.Dlatego masowo muzułmanie wstępują do organizacji walczących z nami czyli niewiernymi(uważają nas za sługi szatana ludzi demokracji i cywilizacji zachodu)Co ciekawe biblia mówi o przyjściu Antychrysta i fałszywego Proroka,którzy będą ze sobą współpracowali.A hadisy mówią o przyjściu Mahdiego ich proroka i Isy(Jezusa)Izrael czeka na mesjasza bo nie uznał chrześcijańskiego Jezusa.Biblia mówi o zawartym 7letnim pakcie z Antychrystem co potwierdza hadis islamski iż ich Prorok zawrze pokój z namaszczonym prorokiem Izraela na 7lat.czyżby (Isa mesjasz dla żydów)Byłby to precedens w skali świata taki pakt.Biblia a szczególnie Apokalipsa mówi o pieczętowaniu swoich wyznawców przez Antychrysta.Hadis opisuje pieczętowanie swoich wyznawców jak się pojawi ich prorok magiczną pieczęcią by wiadomo było kto jest wyznawcą islamu.Czyżby miał się pojawić w przyszłości dla Izraela fałszywy mesjasz i dla Islamu fałszywy prorok.Biblia mówi iż ten pokój będzie fałszywy by zaatakować znienacka ludy spokojnie żyjące w środku ziemi(Europa)Daje to dużo do myślenia,szczególnie to,że bojownicy pojawiający się mają przekonanie iż prorok niebawem się ukaże co za tym stoi zwycięstwo islamu nad cywilizacją zachodu.",0,1,0
2463,"Biblia jeszcze zanim ludzie doszli do tego iż ziemia jest kulą, mówi iż ""jest ktoś kto mieszka nad OKRĘGIEM ziemi"".  Jest to księga bardzo dokładna pod względem naukowym i nigdzie nie ma  w niej wzmianek o płaskiej ziemi. Katolicyzm bardzo odbiega od Biblii i w wielu kwestiach oparty jest na tradycji wywodzącej się z religii pogańskich np. święta i wiele innych jednak ludzie biorą za pewnik w to co wierzą a wystarczy otworzyć np. wikipedie  i poczytać skąd się wywodzą np święta i inne.",5,4,0
2464,"Połowa ludzi ,których znam i która głosowała na Pis teraz tego  żałuje i sie tego  wstydzi..nie wierze w ten sondaż..tak samo jak w te w ,których wygrywa Nowoczesna.",5,4,0
2465,"@ewelina ^ Mam dość od 20 ponad lat te samo g... w tv. Jeszcze czterech pancernych i samych swoich brakuje. Są dobre ale ile można? Czy nie ma fajnych, nowych filmów? 
Są przecież polskie, nowe i dobre filmy.",2,0,0
2466,"ma pan racje panie Martin,
!",393,305,0
2467,"Nie znecajcie sie nad człowiekiem ,co wam zrobił?",12,4,0
2468,"To nie jest żadna wojna totalna.Islamiści obudzili niedźwiedzia w postaci Rosjan i tym samym popełnili straszny błąd,bo Putin im nie daruje.Nawet jeśli jest ich kilkadziesiąt tysięcy,to Rosja jest w stanie ich zmieść z powierzchni ziemi w ciągu 3 m-cy.Szkoda tylko,że przy tej operacji zginą niewinni ludzie.Ale trzeba coś wybrać.Albo cykliczne zamachy w różnych krajach Europy.Albo jak wyżej.",0,4,0
2469,... TO UKRAINA.,5,15,0
2470,Niech im Putin PRZYWIEZIE W TORBIE TROCHĘ PRĄDU,2,2,0
2471,stąd i polacy wychodzili aby pokazać że i czyny nowo rządzących się nie podobają ;),28,2,0
2472,to niech oddadzą wrak polskiego samolotu !!,4,3,0
2473,w tvn dzisiaj calkiem co innego o co tu chodzi aprzede wszystkim kto glosuje i jak mozna zaglosowac -wogle nie mozna,1,0,0
2474,szkoda dziennikarzy :) super fachowcy,2,1,0
2475,"na ukrainie i w Polsce  wybuch radosci ,,,,cos mi się zdaaje  ze Rosjanie zajmakolejna polac ziem ukraińskich taam gdzie sa  elektrownie",0,4,0
2476,My żyjemy teraźniejszością i nie interesuje nas co robił ważne co robi dla sprzedanej ojczyzny dzisiaj. A za taki długi komentarz ile płacą,5,2,0
2477,"Większość opozycji uzna, że ten rodzaj śmiechu jest niezgodny z konstytucją i oczywiście doniesie o tym do PE. W przyszłym tygodniu zacznie się dyskusja unijnych komisarzy jak można było się tak śmiać, to zamach na demokrację europejską i się potoczy.....aż w końcu obudzimy się otoczeni niemieckimi karabinami z  tłumaczeniem, że przyszli nas bronić przed utratą demokracji ....oczywiście żartuje.",10,14,0
2478,"Putin powinien teraz zajac sie Syria z jej prawowitym przywodca, Krymem tj dostawami pradu i gazu bezposrednio z terenu Rosji, odcieciem gazu dla Ukrainy.
Cala reszta niech sie pier..... .",1,0,0
2479,"Samo to, że Wałęsa robi w koło siebie szum medialny wskazuje na to iż, ma coś na sumieniu. Prawda powinna obronić się sama, a to iż On chce na własny krój układać karty historii, daje do myślenia, iż zaciera ślady tej ""innej prawdy"" której się boi i którą chce tak gorliwie ukryć. Skoro oficjalnie podaje się np: w Wikipedii iż - ""Kancelaria Prezydenta RP przesłała oświadczenie prezydenta Lecha Wałęsy do PAP, w której przyznawał się on do podpisania dokumentów o współpracy z SB, jednak po dwóch godzinach Kancelaria oświadczenie to wycofała.

Akta Służby Bezpieczeństwa znajdujące się w archiwach IPN i dotyczące Lecha Wałęsy są niepełne. Wiadomo, że w latach 1992â1994 Lech Wałęsa jako prezydent RP wystąpił do UOP o ich udostępnienie. W 1996 stwierdzono brak części dokumentów i brak wypożyczonych mikrofilmów. Kilkadziesiąt ponumerowanych stron powyrywano â nie wiadomo dziś, czy wróciły do MSW zdekompletowane, czy też zniszczono je później, aby skompromitować Lecha Wałęsę, jak on sam utrzymuje."" oraz - ""4 czerwca 2008 prezydent RP Lech Kaczyński w wywiadzie dla TV Polsat stwierdził, że TW Bolek to Lech Wałęsa"".",52,24,0
2480,ty wiesz co!!!,21,10,0
2481,"PIS wie, że ludzie nie wytrzymają i zechcą odsunąć ich od władzy, dlatego chcą zmiany ordynacji wyborczej!!!! Ludziska oni się tym zabezpiecza na lata, a my będziemy biedować i patrzeć jak nasza ojczyzna upada!! Gospodarka już siad, firmy zrywają kontrakty, wycofują się z inwestycji, złoty leci na łeb na szyje!!! Polska stała się krajem niewiarygodnym finansowo dla wszelkich zagranicznych inwestorów!!!!!!!!!!!!!!! A to wszystko odbije się na nas.. na każdym z nas z osobna. Ceny żywności.. większe raty w banach... BIEDA!!!",3,0,0
2482,"to wygląda jak bal na titanicu......ranking w dół,demonstracje a oni na balach",1,0,0
2483,"Wiesław Dębski z pewnością nie głosował na PISu i w związku z tym nie ma prawa być beneficjentem zmian wprowadzanych przez PIS. Ma prawo - z którego nie korzysta- rozliczać PO z obietnic, których PO nie zrealizowało przez 8 lat. Rozliczać rozliczne afery PO, podsłuchiwania nielegalne dziennikarzy, łamanie wolności wypowiedzi - wide młody internauta krytukujący byłego pacjenta, etc....",337,287,0
2484,Allach jest wielki !!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,2,0
2485,"Piszą ,że wszystko wymyśla on ,więc chyba wie co wymyślił ,a teraz się relaaksuje .Pisanie listów do UE teraz takie popularne.",0,0,0
2486,Nie tylko członkoie Rządu RP  tak myślą...większość ludzi tak mysli i to duża część opozycji z PO-PSL i NOwoczesnej. Więc polecam ważyć słowa panie DT.,32,13,0
2487,Posłom którzy opuścili salę sejmową powinni oddać diety!!! Nie wybierał NARÓD tych ludzi by się Szwendali po korytarzach,9,8,0
2488,"Z was się śmieje barany co głosowaliście na niego. Przypomnijcie sobie, ""Kariera Nikodema Dyzmy"", on jest Dyzmą a reszta to my. Wypisz, wymaluj tak samo jest dzisiaj. Tylko patrzeć jak Prezydent będzie go prosił o tworzenie rządu. Tylko myślę, że znajdzie się taki Pan Pokora co otworzy wszystkim Polakom oczy.",4,4,0
2489,"dlaczego tytuł""Prezydent nie dotrzyma słowa"" gdy z treści wynika, że dotrzyma słowa",4,1,0
2490,Pozdrawiam Lecha. Jak w 1980,5,0,0
2491,moje chcesz pogadac?,3,2,0
2492,I co ? Mnie tez zwolnili po 25 latach pracy i jakoś nikt o tym nie pisał   Wkoncu mamy wolny rynek.,21,9,0
2493,Tacy sami. Wydają się gorsi bo są blisko,1,0,0
2494,Zielonym ludkom się nudzi i pewnie po pijaku zrobili fajerwerki,2,7,0
2495,Droga redakcji chyba za wczesnie na takie oceny? PO rządziła 8 lat i jakos nigdy na jej temat zle nie pisalliscie.,1,0,0
2496,"To sie nazywa przyjazn miedzyludzka.
Putinowi to nie zaszkodzi .
Beda musieli zakotwiczyc ze dwie atomowe lodzie podwodna w poblizu Krymu i z nich pobierac energie.
Wystarczy jej dla kikuset tysiecy odbioprcow.
Tylkoczy Amerykanie zgodza sie na takie lodki na Krymie .",0,0,0
2497,"Niech noworosja wyśle prąd, toż to taka potęga gospodarcza",0,0,0
2498,W Szczecinie? Komu zależy by skłócić Polskę z Rosją? Niemcom.,2,1,0
2499,Czy 20:00 to noc????????????,1,6,0
2500,"Tak, to Sarkozy ogłosił, że zaczęła się ""wojna totalna"" i zaczął, intensywne naloty na PI.",0,1,0
2501,"Oczywiście, że może krytykować. Jesteśmy częścią UE, a jak do niej wstępowaliśmy zgodziliśmy się przestrzegać reguł demokracji. Jeśli się te reguły lamie to nic dziwnego, że jest krytyka. Proste.",4,0,0
2502,Nie wyobrażam sobie Świąt bez Kevina...,5,3,0
2503,wielki szacunek dla Karoliny Lewickiej,3,1,0
2504,no to czekamy na memy :),0,0,0
2505,Musiała być niezbyt dobra ze jej podziękowano za prace.,1,0,0
2506,"Napisał bym co zobaczył,ale mi nie wypada !",1,4,0
2507,Kto był Bolkiem to wiemy ... ale pytanie jest kto był Lolkiem. A kto był Tolą?,128,85,0
2508,Jarosław Kaczyński świetny polityk i przy tym pełen humoru człowiek,5,3,0
2509,"Prawdopodobnie, podczas palenia słychać było okrzyki ""palimy kukłę Żyda"". To jeśli tego nie wiadomo na pewno to o co chodzi?",1,0,0
2510,mOŻNA SIE POŚMIAĆ ZA NASZE PIENIĄDZE. Dobra rozrywka w czasie pracy.,1,1,0
2511,"Przedstawili mu plan, jak Ziobro pakuje Tuska do aresztu wydobywczego.",1,1,0
2512,no wreszcie się uśmiechnął.,15,10,0
2513,"Sytuacja była komiczna. Gasiuk pomagała kontuzjowanemu Petru wejść na mównice, by zgłosić wniosek o ..... przerwę!",8,11,0
2514,"30 latach pracy w TVP przyszło się żegnać , zaczeła w stanie wojennym 1985 r.",1,0,0
2515,na rączkę to oni są także chciwym handlarzom z Zachodu,1,1,0
2516,przeciez to film wyłącznie tylko dla dzieci na swieta,8,3,0
2517,Wyobraż sobie- sale lekcyjną i takie zachowanie .....,3,1,0
2518,Patrzył na minę Tuska w Brukseli.,1,1,0
